index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales
723,2007.0,Red Seas Under Red Skies,Scott Lynch,eng,Excellent,4.23,68255,genre fiction,349.83
724,1984.0,The House on Mango Street,Sandra Cisneros,eng,Intermediate,3.57,81579,genre fiction,115.83
725,2008.0,City of Thieves,David Benioff,en-GB,Excellent,4.28,68063,genre fiction,232.83
726,2007.0,Halfway to the Grave,Jeaniene Frost,eng,Excellent,4.18,106608,genre fiction,232.83
727,1980.0,The Twits,"Roald Dahl, Quentin Blake",eng,Intermediate,3.94,82458,genre fiction,855.27
728,2003.0,Abhorsen,Garth Nix,en-US,Excellent,4.29,80740,nonfiction,1519.83
729,2002.0,The Beach House,"James Patterson, Peter de Jonge",eng,Intermediate,3.82,68676,genre fiction,466.83
730,1987.0,Eyes of the Dragon,Stephen King,eng,Intermediate,3.92,72714,nonfiction,700.83
731,1976.0,Children of Dune,Frank Herbert,eng,Intermediate,3.9,74133,genre fiction,115.83
732,2011.0,Leviathan Wakes,James S.A. Corey,eng,Excellent,4.2,68416,nonfiction,1689.48
733,2015.0,Queen of Shadows,Sarah J. Maas,eng,Famous,4.6,99067,genre fiction,349.83
734,1991.0,Maus II : And Here My Troubles Began ,Art Spiegelman,eng,Famous,4.41,90147,nonfiction,583.83
735,1962.0,The Snowy Day,Ezra Jack Keats,eng,Excellent,4.13,81914,genre fiction,1170.0
736,2003.0,To the Nines,Janet Evanovich,eng,Excellent,4.16,86963,genre fiction,1402.83
737,2012.0,Where We Belong,Emily Giffin,en-US,Intermediate,3.86,68224,nonfiction,115.83
738,1994.0,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,eng,Excellent,4.1,72207,genre fiction,349.83
739,1999.0,ã‚¹ãƒ—ãƒ¼ãƒˆãƒ‹ã‚¯ã®æ‹äºº [SupÅ«toniku no Koibito],"Haruki Murakami, Philip Gabriel",eng,Intermediate,3.82,62229,genre fiction,1084.59
740,2012.0,The Signature of All Things,Elizabeth Gilbert,eng,Intermediate,3.81,61135,nonfiction,232.83
741,2003.0,"Eats, Shoots and Leaves",Lynne Truss,en-US,Intermediate,3.86,79117,genre fiction,466.83
742,2004.0,Dead Witch Walking,Kim Harrison,en-US,Excellent,4.04,91390,nonfiction,349.83
743,1986.0,,"Clement C. Moore, Jan Brett",en-US,Excellent,4.36,81553,genre fiction,466.83
744,2009.0,An Echo in the Bone,Diana Gabaldon,eng,Famous,4.42,68854,genre fiction,1391.13
745,2011.0,Unearthly,Cynthia Hand,en-US,Excellent,4.06,99942,genre fiction,232.83
746,1988.0,The Case for Christ,Lee Strobel,,Excellent,4.1,67128,genre fiction,799.11
747,2005.0,Knife of Dreams,Robert Jordan,en-US,Excellent,4.12,71379,genre fiction,349.83
748,2002.0,Hoot,Carl Hiaasen,eng,Intermediate,3.81,75275,genre fiction,583.83
749,-17.0,Ã†neis,"Virgil, Robert Fitzgerald",eng,Intermediate,3.81,75051,genre fiction,114.84
750,2012.0,This is How You Lose Her,Junot DÃ­az,eng,Intermediate,3.75,66720,nonfiction,624.08
751,2004.0,ã‚¢ãƒ•ã‚¿ãƒ¼ãƒ€ãƒ¼ã‚¯ [AfutÄ dÄku],"Haruki Murakami, Jay Rubin",eng,Intermediate,3.68,64278,genre fiction,694.84
752,1992.0,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,en-US,Intermediate,3.97,63304,genre fiction,892.04
753,2010.0,It's Not Summer Without You,Jenny Han,en-US,Excellent,4.14,80367,genre fiction,346.84
754,2012.0,Pushing the Limits,Katie McGarry,eng,Excellent,4.08,93818,genre fiction,462.84
755,2001.0,Quidditch Through the Ages,"Kennilworthy Whisp, J.K. Rowling",eng,Intermediate,3.85,90908,genre fiction,114.84
756,1977.0,Miss Nelson Is Missing!,"Harry Allard, James  Marshall",eng,Excellent,4.26,77206,genre fiction,1158.84
757,1979.0,The Long Walk,"Richard Bachman, Stephen King",eng,Excellent,4.11,71775,nonfiction,462.84
758,2001.0,The Ersatz Elevator,"Lemony Snicket, Brett Helquist",eng,Excellent,4.01,90071,nonfiction,230.84
759,2004.0,Messenger ,Lois Lowry,eng,Intermediate,3.9,79746,genre fiction,462.84
760,2007.0,Lover Revealed,J.R. Ward,eng,Excellent,4.3,97830,genre fiction,694.84
761,2005.0,'Salem's Lot The Illustrated Edition,"Stephen King, Jerry N. Uelsmann",eng,Excellent,4.25,72797,genre fiction,770.24
762,2007.0,The Mysterious Benedict Society,"Trenton Lee Stewart, Carson Ellis",en-US,Excellent,4.14,87335,genre fiction,114.84
763,2007.0,God is Not Great: How Religion Poisons Everything,Christopher Hitchens,eng,Intermediate,3.96,64347,children,694.84
764,2013.0,"Never Too Far (Too Far, #2)",Abbi Glines,eng,Excellent,4.21,97616,genre fiction,114.84
765,2004.0,State of Fear,Michael Crichton,eng,Intermediate,3.69,65397,genre fiction,114.84
766,2012.0,The Statistical Probability of Love at First Sight,Jennifer E. Smith,eng,Intermediate,3.8,89356,genre fiction,114.84
767,2004.0,The Golem's Eye,Jonathan Stroud,en-US,Excellent,4.09,69058,nonfiction,810.84
768,1980.0,Still Life with Woodpecker,Tom Robbins,eng,Excellent,4.04,56802,genre fiction,346.84
769,2004.0,Those Who Save Us,Jenna Blum,en-US,Excellent,4.12,68480,genre fiction,114.84
770,2005.0,The Broker,John Grisham,eng,Intermediate,3.77,65428,genre fiction,114.84
771,2011.0,Across the Universe,Beth Revis,eng,Intermediate,3.78,94176,genre fiction,462.84
772,1978.0,"The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth",M. Scott Peck,en-US,Excellent,4.03,61238,nonfiction,1042.84
773,2004.0,Blood Rites,Jim Butcher,eng,Excellent,4.33,79627,nonfiction,1041.68
774,1942.0,The Boxcar Children,"Gertrude Chandler Warner, L. Kate Deal",en-US,Excellent,4.09,92916,genre fiction,1506.84
775,2013.0,The Silent Wife,A.S.A. Harrison,eng,Novice,3.3,60323,nonfiction,784.16
776,2011.0,How to Be a Woman,Caitlin Moran,eng,Intermediate,3.73,70446,genre fiction,346.84
777,2016.0,A Court of Mist and Fury,Sarah J. Maas,eng,Famous,4.72,108384,genre fiction,1158.84
778,2010.0,Life,Keith Richards,en-GB,Intermediate,3.84,60409,genre fiction,926.84
779,2008.0,Unaccustomed Earth,Jhumpa Lahiri,eng,Excellent,4.11,60126,genre fiction,458.85
780,1998.0,The Pilot's Wife,Anita Shreve,eng,Intermediate,3.5,71777,genre fiction,1367.35
781,1985.0,White Noise,Don DeLillo,eng,Intermediate,3.86,55678,genre fiction,573.85
782,1992.0,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,eng,Famous,4.42,66079,genre fiction,343.85
783,1859.0,On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life,Charles Darwin,eng,Intermediate,3.97,64162,genre fiction,1033.85
784,2003.0,Blankets,Craig Thompson,eng,Excellent,4.06,70454,genre fiction,343.85
785,2008.0,The Story of Edgar Sawtelle,David Wroblewski,eng,Intermediate,3.6,70382,nonfiction,343.85
786,2000.0,Drowning Ruth,Christina Schwarz,eng,Intermediate,3.73,67768,genre fiction,573.85
787,1971.0,Post Office,Charles Bukowski,en-US,Excellent,4.01,59295,nonfiction,343.85
788,1992.0,All the Pretty Horses,Cormac McCarthy,eng,Intermediate,3.97,68451,genre fiction,458.85
789,1914.0,"Sherlock Holmes: The Complete Novels and Stories, Vol 2","Arthur Conan Doyle, Kyle Freeman",,Famous,4.46,66857,nonfiction,1263.85
790,1997.0,"One Piece, Volume 01","EiichirÅ Oda, Andy Nakatani",eng,Famous,4.42,67047,genre fiction,458.85
791,1968.0,The Last Unicorn,Peter S. Beagle,eng,Excellent,4.18,76277,genre fiction,343.85
792,2005.0,Magyk,Angie Sage,eng,Intermediate,3.8,86805,genre fiction,343.85
793,2000.0,Fever 1793,Laurie Halse Anderson,en-US,Intermediate,3.89,81945,genre fiction,458.85
794,2008.0,The Likeness,Tana French,eng,Excellent,4.05,72480,genre fiction,803.85
795,2015.0,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,eng,Excellent,4.07,61439,genre fiction,930.35
796,1894.0,The Jungle Book,Rudyard Kipling,eng,Intermediate,3.94,67107,fiction,113.85
797,2013.0,I Am Pilgrim,Terry Hayes,eng,Excellent,4.23,49740,genre fiction,573.85
798,1956.0,Howl and Other Poems ,"Allen Ginsberg, William Carlos Williams",eng,Excellent,4.14,71968,nonfiction,1269.6
799,1997.0,Don't Sweat the Small Stuff,Richard Carlson,eng,Intermediate,3.95,63324,genre fiction,884.35
800,2011.0,Go the Fuck to Sleep,"Adam Mansbach, Ricardo CortÃ©s",eng,Excellent,4.26,71816,genre fiction,113.85
801,1992.0,Mostly Harmless,Douglas Adams,en-US,Intermediate,3.96,72426,nonfiction,573.85
802,2003.0,Benjamin Franklin: An American Life,Walter Isaacson,eng,Intermediate,3.96,70335,genre fiction,573.85
803,2011.0,The Tiger's Wife,TÃ©a Obreht,eng,Novice,3.37,66104,genre fiction,113.85
804,2005.0,Poison Study,Maria V. Snyder,eng,Excellent,4.16,96417,genre fiction,343.85
805,2007.0,Lover Unbound,J.R. Ward,eng,Excellent,4.33,97514,fiction,910.86
806,2004.0,Going Postal,Terry Pratchett,eng,Excellent,4.36,75186,fiction,1366.86
807,1830.0,The Book of Mormon,"Anonymous, Joseph Smith Jr.",eng,Excellent,4.37,63530,genre fiction,1366.86
808,1980.0,The Mist,Stephen King,en-US,Intermediate,3.92,82062,nonfiction,340.86
809,2005.0,Dead Beat,Jim Butcher,eng,Famous,4.43,78123,genre fiction,568.86
810,2015.0,Golden Son,Pierce Brown,eng,Famous,4.46,57614,genre fiction,112.86
811,2002.0,Night Watch,Terry Pratchett,eng,Famous,4.47,71271,nonfiction,910.86
812,1986.0,The Light Fantastic,Terry Pratchett,en-US,Intermediate,3.94,75196,nonfiction,112.86
813,2009.0,What the Dog Saw and Other Adventures,Malcolm Gladwell,eng,Intermediate,3.82,65277,genre fiction,876.66
814,2015.0,Pretty Girls,Karin Slaughter,eng,Intermediate,3.95,60737,genre fiction,226.86
815,2008.0,Last Argument of Kings,Joe Abercrombie,eng,Excellent,4.26,65068,genre fiction,568.86
816,2014.0,Revival,Stephen King,en-US,Intermediate,3.75,53662,genre fiction,568.86
817,1954.0,Horton Hears a Who!,Dr. Seuss,eng,Excellent,4.16,80883,genre fiction,112.86
818,2006.0,The Blind Side: Evolution of a Game,Michael   Lewis,eng,Excellent,4.16,37792,children,226.86
819,2001.0,Lirael,Garth Nix,en-US,Excellent,4.29,78903,genre fiction,876.66
820,2006.0,School's Out Forever,James Patterson,en-US,Excellent,4.16,90157,fiction,340.86
821,2007.0,é»’åŸ·äº‹ I [Kuroshitsuji I],"Yana Toboso, Tomo Kimura",eng,Excellent,4.37,74378,nonfiction,1366.86
822,2015.0,Winter,Marissa Meyer,eng,Famous,4.49,100464,nonfiction,397.86
823,1886.0,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror ,"Robert Louis Stevenson, Robert Mighall",eng,Intermediate,3.94,80299,genre fiction,568.86
824,2012.0,,Emily Seife,en-US,Famous,4.4,67264,genre fiction,340.86
825,2008.0,The Painted Man,Peter V. Brett,eng,Excellent,4.27,64416,genre fiction,454.86
826,1678.0,,John Bunyan,,Intermediate,3.98,67777,genre fiction,856.14
827,2005.0,One Shot,Lee Child,eng,Excellent,4.2,63335,genre fiction,340.86
828,2012.0,The Serpent's Shadow,Rick Riordan,eng,Excellent,4.28,82757,genre fiction,345.42
829,2008.0,Duma Key,Stephen King,en-US,Intermediate,3.93,73807,genre fiction,844.74
830,2006.0,The Shifting Fog,Kate Morton,eng,Intermediate,3.93,69948,genre fiction,228.0
831,2000.0,,Robert Jordan,en-US,Intermediate,3.92,71355,fiction,597.36
832,2006.0,Proven Guilty,Jim Butcher,eng,Famous,4.41,75133,genre fiction,778.62
833,1864.0,Ð—Ð°Ð¿Ð¸ÑÐºÐ¸ Ð¸Ð· Ð¿Ð¾Ð´Ð¿Ð¾Ð»ÑŒÑ,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",eng,Excellent,4.17,65900,genre fiction,910.86
834,1940.0,The Heart is a Lonely Hunter,Carson McCullers,eng,Intermediate,3.97,67643,genre fiction,454.86
835,2014.0,The Infinite Sea,Rick Yancey,eng,Intermediate,3.94,78314,genre fiction,454.86
836,1958.0,The Once and Future King,T.H. White,eng,Excellent,4.08,76911,nonfiction,746.7
837,1992.0,Small Gods,Terry Pratchett,en-GB,Excellent,4.27,72588,genre fiction,1220.4
838,1999.0,"Bud, Not Buddy",Christopher Paul Curtis,eng,Intermediate,3.89,73000,genre fiction,431.66
839,2006.0,,Alison Bechdel,eng,Excellent,4.12,48305,genre fiction,902.87
840,2007.0,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,en-US,Excellent,4.1,61496,genre fiction,563.87
841,2012.0,Ø§Ù„ÙÙŠÙ„ Ø§Ù„Ø£Ø²Ø±Ù‚,Ø£Ø­Ù…Ø¯ Ù…Ø±Ø§Ø¯,ara,Intermediate,3.8,53187,nonfiction,1128.87
842,1980.0,The Indian in the Cupboard,Lynne Reid Banks,eng,Intermediate,3.89,77046,genre fiction,450.87
843,2012.0,A Memory of Light,"Robert Jordan, Brandon Sanderson",eng,Famous,4.5,68410,genre fiction,450.87
844,2012.0,Me and Earl and the Dying Girl,Jesse Andrews,en-US,Intermediate,3.58,82270,nonfiction,1241.87
845,2010.0,The Ugly Truth,Jeff Kinney,en-US,Excellent,4.16,68701,nonfiction,111.87
846,2002.0,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",Janet Evanovich,,Excellent,4.34,63691,genre fiction,169.5
847,1998.0,"The Surgeon of Crowthorne: a tale of murder, madness & the love of words",Simon Winchester,eng,Intermediate,3.84,71411,genre fiction,450.87
848,2002.0,2nd Chance,"James Patterson, Andrew Gross",eng,Excellent,4.01,68834,genre fiction,1388.77
849,1986.0,The Complete Maus,Art Spiegelman,en-GB,Famous,4.53,76785,nonfiction,111.87
850,2001.0,The Eyre Affair,Jasper Fforde,en-US,Intermediate,3.92,85683,nonfiction,111.87
851,1989.0,Anne Rice's The Vampire Lestat: The Graphic Novel,"Faye Perozich, Anne Rice, John Bolton, Daerick GrÃ¶ss",en-GB,Excellent,4.17,61842,genre fiction,111.87
852,1978.0,,"Louis Sachar, Adam McCauley",eng,Excellent,4.14,74121,genre fiction,864.45
853,1998.0,The Art of Happiness: A Handbook for Living,"Dalai Lama XIV, Howard C. Cutler",eng,Excellent,4.14,61498,nonfiction,1327.75
854,2014.0,The Bone Clocks,David Mitchell,eng,Intermediate,3.81,53151,genre fiction,781.96
855,1998.0,Black and Blue,Anna Quindlen,eng,Intermediate,3.86,67753,genre fiction,450.87
856,2010.0,,"L.J. Smith, Kevin Williamson, Julie Plec",en-US,Excellent,4.1,59715,genre fiction,337.87
857,2004.0,The Last Juror,John Grisham,eng,Intermediate,3.85,63114,nonfiction,970.67
858,2003.0,Diary,Chuck Palahniuk,eng,Intermediate,3.6,58428,genre fiction,1015.87
859,2005.0,Eleven on Top,Janet Evanovich,en-US,Excellent,4.15,84363,genre fiction,846.37
860,2005.0,Tintenblut,"Cornelia Funke, Anthea Bell",eng,Intermediate,3.91,82291,genre fiction,789.87
861,2003.0,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,en-US,Intermediate,3.75,56548,genre fiction,111.87
862,1945.0,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh,eng,Intermediate,3.99,69087,nonfiction,224.87
863,2007.0,White Night,Jim Butcher,en-US,Famous,4.41,73534,fiction,111.87
864,2014.0,The Miniaturist,Jessie Burton,eng,Intermediate,3.58,56344,genre fiction,224.87
865,1984.0,Dragons of Autumn Twilight,"Margaret Weis, Tracy Hickman",en-US,Excellent,4.03,76219,nonfiction,992.14
866,2006.0,The Lost Colony,Eoin Colfer,en-US,Excellent,4.01,103844,nonfiction,282.5
867,2006.0,Extras,Scott Westerfeld,en-US,Intermediate,3.59,85873,genre fiction,110.88
868,2005.0,The Burning Bridge,John Flanagan,en-US,Excellent,4.28,74156,nonfiction,838.88
869,2014.0,The Book of Life,Deborah Harkness,eng,Excellent,4.15,63027,genre fiction,334.88
870,1992.0,The Artist's Way: A Spiritual Path to Higher Creativity,Julia Cameron,eng,Intermediate,3.89,66049,genre fiction,670.88
871,1992.0,The Stinky Cheese Man and Other Fairly Stupid Tales,"Jon Scieszka, Lane Smith",eng,Excellent,4.2,78487,nonfiction,334.88
872,2009.0,Horns,Joe Hill,en-US,Intermediate,3.92,66287,nonfiction,334.88
873,2011.0,Catherine the Great: Portrait of a Woman,Robert K. Massie,en-CA,Intermediate,3.91,66591,genre fiction,110.88
874,2009.0,The Year of the Flood,Margaret Atwood,eng,Excellent,4.05,68597,genre fiction,894.88
875,2009.0,Winter Garden,Kristin Hannah,en-GB,Excellent,4.13,66577,genre fiction,334.88
876,2003.0,The King of Torts,John Grisham,eng,Intermediate,3.67,61835,nonfiction,670.88
877,2006.0,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"Marcus Luttrell, Patrick Robinson",eng,Excellent,4.34,46551,genre fiction,446.88
878,2008.0,The 3 Mistakes of My Life,Chetan Bhagat,eng,Intermediate,2.97,53331,genre fiction,894.88
879,1926.0,The Murder of Roger Ackroyd,Agatha Christie,eng,Excellent,4.2,71354,nonfiction,842.24
880,1940.0,Native Son ,Richard Wright,eng,Intermediate,3.96,66194,genre fiction,334.88
881,2008.0,Shadow's Edge,Brent Weeks,en-US,Excellent,4.27,66390,genre fiction,1326.08
882,2011.0,Under the Never Sky,Veronica Rossi,en-GB,Excellent,4.01,74029,genre fiction,446.88
883,2003.0,True Believer,Nicholas Sparks,en-US,Intermediate,3.8,62840,genre fiction,558.88
884,2011.0,The Lean Startupâ€Ž,Eric Ries,en-US,Excellent,4.04,86284,genre fiction,110.88
885,2012.0,The Golden Lily,Richelle Mead,en-US,Excellent,4.36,86929,genre fiction,1230.88
886,2008.0,Chasing Harry Winston,Lauren Weisberger,eng,Novice,3.32,63342,genre fiction,558.88
887,1983.0,Magician's Gambit,David Eddings,,Excellent,4.13,69616,genre fiction,334.88
888,2009.0,,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",eng,Famous,4.43,57279,genre fiction,838.88
889,1960.0,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,eng,Excellent,4.15,64391,genre fiction,334.88
890,2005.0,A Long Way Down,Nick Hornby,eng,Novice,3.41,59843,nonfiction,446.88
891,1993.0,Out from Boneville,"Jeff Smith, Steve Hamaker",eng,Excellent,4.16,62330,genre fiction,670.88
892,1995.0,Rose Madder,Stephen King,eng,Intermediate,3.66,70921,genre fiction,222.88
893,1998.0,"Die Trying (Jack Reacher, #2)",Lee Child,en-US,Intermediate,4.0,62128,genre fiction,334.88
894,2011.0,Beautiful Chaos,"Kami Garcia, Margaret Stohl, Paz Pruneda",en-US,Intermediate,3.95,69709,genre fiction,222.88
895,1999.0,Keeping Faith,Jodi Picoult,,Intermediate,3.79,62405,genre fiction,109.89
896,2007.0,Heart-Shaped Box,Joe Hill,en-US,Intermediate,3.82,65005,genre fiction,331.89
897,2010.0,Cabin Fever,Jeff Kinney,eng,Excellent,4.21,63347,nonfiction,1330.89
898,2008.0,,Brent Weeks,eng,Excellent,4.29,64961,fiction,442.89
899,2005.0,Everyone Worth Knowing,Lauren Weisberger,en-US,Novice,3.39,59932,genre fiction,109.89
900,1986.0,Redwall,Brian Jacques,eng,Excellent,4.11,73918,genre fiction,331.89
901,1848.0,Manifest der Kommunistischen Partei,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",eng,Intermediate,3.51,56464,genre fiction,331.89
902,2016.0,The Woman in Cabin 10,Ruth Ware,eng,Intermediate,3.67,90541,nonfiction,109.89
903,1826.0,The Last of the Mohicans: A Narrative of 1757,James Fenimore Cooper,eng,Intermediate,3.69,67632,genre fiction,109.89
904,1979.0,Sophie's Choice,William Styron,eng,Excellent,4.18,66923,nonfiction,220.89
905,2004.0,Shopaholic and Sister,Sophie Kinsella,eng,Intermediate,3.64,69007,genre fiction,331.89
906,2010.0,The Iron Daughter,Julie Kagawa,eng,Excellent,4.13,93340,genre fiction,331.89
907,2000.0,The Prayer of Jabez:  Breaking Through to the Blessed Life,Bruce H. Wilkinson,eng,Intermediate,3.92,57468,nonfiction,899.1
908,2012.0,The Age of Miracles,Karen Thompson Walker,eng,Intermediate,3.64,61296,genre fiction,1314.24
909,2009.0,Have a Little Faith: A True Story,Mitch Albom,en-US,Excellent,4.16,60002,nonfiction,220.89
910,2006.0,My Life in France,"Julia Child, Alex Prud'Homme",eng,Excellent,4.16,63100,genre fiction,1330.89
911,2014.0,The Rosie Effect,Graeme Simsion,eng,Intermediate,3.56,27308,genre fiction,1225.44
912,2011.0,The Secret of the Nagas.,Amish Tripathi,eng,Intermediate,3.98,50158,genre fiction,109.89
913,1982.0,Ham on Rye,Charles Bukowski,,Excellent,4.16,54140,genre fiction,196.47
914,2001.0,Flipped,Wendelin Van Draanen,en-US,Intermediate,3.94,79264,nonfiction,109.89
915,2003.0,Emotional Intelligence 2.0,"Travis Bradberry, Jean Greaves, Patrick Lencioni",,Intermediate,3.81,53384,genre fiction,109.89
916,1941.0,Make Way for Ducklings,Robert McCloskey,,Excellent,4.21,70704,nonfiction,637.14
917,1995.0,Relic,"Douglas Preston, Lincoln Child",eng,Excellent,4.01,68011,genre fiction,858.03
918,1995.0,Notes from a Small Island,Bill Bryson,eng,Intermediate,3.91,66947,genre fiction,442.89
919,2008.0,Small Favor,Jim Butcher,en-US,Famous,4.43,70029,nonfiction,1219.89
920,2009.0,The Walking Dead Compendium Volume 1,Robert Kirkman,eng,Famous,4.43,57764,genre fiction,331.89
921,2005.0,Princess Academy,Shannon Hale,eng,Excellent,4.01,82470,genre fiction,1414.14
922,2015.0,"Everything, Everything","Nicola Yoon, David Yoon",eng,Excellent,4.11,132552,genre fiction,331.89
923,1912.0,Pygmalion,George Bernard Shaw,en-US,Intermediate,3.9,70079,genre fiction,331.89
924,2012.0,Flight Behavior,Barbara Kingsolver,eng,Intermediate,3.75,57078,genre fiction,109.89
925,2008.0,Grip of the Shadow Plague,Brandon Mull,eng,Excellent,4.26,65638,genre fiction,548.9
926,1999.0,Bridget Jones: The Edge of Reason,Helen Fielding,eng,Intermediate,3.53,73093,nonfiction,1098.9
927,1994.0,Captain Corelli's Mandolin,Louis de BerniÃ¨res,eng,Intermediate,3.95,57583,genre fiction,108.9
928,2004.0,At First Sight,Nicholas Sparks,en-US,Intermediate,3.81,62219,genre fiction,108.9
929,2000.0,Down Under,Bill Bryson,eng,Excellent,4.05,58688,genre fiction,438.9
930,1894.0,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,eng,Excellent,4.32,56918,nonfiction,1230.9
931,2012.0,The Orphan Master's Son,Adam Johnson,eng,Excellent,4.06,52765,genre fiction,108.9
932,1984.0,Enchanters' End Game,David Eddings,en-US,Excellent,4.17,69134,genre fiction,438.9
933,2003.0,Persepolis,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",en-US,Excellent,4.36,71353,nonfiction,108.9
934,1967.0,The Chosen,Chaim Potok,eng,Excellent,4.03,70701,fiction,218.9
935,1958.0,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,"Irving Stone, ×©×ž×•××œ ×©× ×™×¦×¨",eng,Excellent,4.09,61256,genre fiction,438.9
936,2008.0,El juego del Ã¡ngel,"Carlos Ruiz ZafÃ³n, Lucia Graves",eng,Intermediate,3.86,46225,genre fiction,1351.9
937,2004.0,Where Rainbows End,Cecelia Ahern,en-US,Intermediate,3.95,55236,nonfiction,1208.9
938,1963.0,Amelia Bedelia,"Peggy Parish, Fritz Siebel",eng,Excellent,4.15,72329,genre fiction,878.9
939,2012.0,This Man,Jodi Ellen Malpas,eng,Excellent,4.13,79461,genre fiction,108.9
940,2010.0,A Dog's Purpose ,W. Bruce Cameron,en-US,Excellent,4.35,65091,genre fiction,328.9
941,2015.0,An Ember in the Ashes,Sabaa Tahir,eng,Excellent,4.32,45492,genre fiction,603.9
942,2008.0,"Lover Enshrined, part one",J.R. Ward,eng,Excellent,4.12,87432,genre fiction,988.9
943,2013.0,The Golem and the Jinni,Helene Wecker,eng,Excellent,4.1,59650,genre fiction,438.9
944,2012.0,Ø§Ù„Ø£Ø³ÙˆØ¯ ÙŠÙ„ÙŠÙ‚ Ø¨Ùƒ,"Ø£Ø­Ù„Ø§Ù… Ù…Ø³ØªØºØ§Ù†Ù…ÙŠ, Ahlam Mosteghanemi",ara,Intermediate,3.72,42958,nonfiction,1200.1
945,2003.0,The Slippery Slope,"Lemony Snicket, Brett Helquist",en-US,Intermediate,4.0,81362,genre fiction,988.9
946,1853.0,Bleak House,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",eng,Intermediate,4.0,67433,genre fiction,988.9
947,1938.0,"Caps for sale: a tale of a peddler, some monkeys and their monkey business",Esphyr Slobodkina,eng,Excellent,4.12,72504,genre fiction,548.9
948,2004.0,Furies of Calderon ,Jim Butcher,eng,Excellent,4.12,70269,genre fiction,108.9
949,1983.0,Alanna: The First Adventure,Tamora Pierce,en-US,Excellent,4.27,85699,genre fiction,1867.8
950,2009.0,Her Fearful Symmetry,Audrey Niffenegger,en-GB,Novice,3.23,63737,nonfiction,416.9
951,2014.0,The Boston Girl,Anita Diamant,eng,Intermediate,3.79,51603,genre fiction,548.9
952,2009.0,"Lover Enshrined, part two",J.R. Ward,eng,Excellent,4.38,84650,children,493.9
953,1990.0,The Fall of Hyperion,Dan Simmons,eng,Excellent,4.18,63235,nonfiction,641.3
954,1987.0,The Black Dahlia,James Ellroy,en-US,Intermediate,3.75,61412,genre fiction,1088.91
955,1871.0,"Through the Looking-Glass, and What Alice Found There","Lewis Carroll, John Tenniel, Peter Glassman",eng,Excellent,4.06,63050,fiction,216.91
956,1991.0,Wild Swans: Three Daughters of China,Jung Chang,en-US,Excellent,4.23,60193,nonfiction,434.91
957,1961.0,"Go, Dog. Go!",P.D. Eastman,eng,Excellent,4.08,66360,fiction,1160.85
958,1937.0,,"Laura Ingalls Wilder, Garth Williams",,Excellent,4.19,74666,genre fiction,516.66
959,2015.0,Finders Keepers,Stephen King,eng,Excellent,4.03,36541,fiction,107.91
960,2009.0,The Strain,"Guillermo del Toro, Chuck Hogan",en-US,Intermediate,3.77,58631,genre fiction,107.91
961,1890.0,The Complete Poems of Emily Dickinson,"Emily Dickinson, Thomas H. Johnson",eng,Excellent,4.21,60278,genre fiction,543.91
962,1956.0,Old Yeller,Fred Gipson,en-US,Excellent,4.06,69815,genre fiction,1502.02
963,2007.0,Born Standing Up: A Comic's Life,Steve Martin,eng,Intermediate,3.87,60869,nonfiction,107.91
964,2005.0,PostSecret: Extraordinary Confessions from Ordinary Lives,Frank Warren,,Excellent,4.01,58841,nonfiction,107.91
965,2000.0,A Storm of Swords: Part 2 Blood and Gold,George R.R. Martin,eng,Famous,4.56,54977,genre fiction,325.91
966,1952.0,The Borrowers Afield,"Mary Norton, Beth Krush, Joe Krush",,Excellent,4.02,74820,genre fiction,706.32
967,1999.0,Hearts in Atlantis,Stephen King,eng,Intermediate,3.8,65063,genre fiction,216.91
968,2016.0,,Jodi Picoult,eng,Excellent,4.35,73745,genre fiction,1306.91
